"Wallet","Carteira"
"Coin","Moeda"
"Pool","Pool"
"Miner","Minerador"
"Select pool","Selecione a pool"
"Select miner","Selecione o minerador"
"Select wallet","Selecione a carteira"
"Configure Pool","Configurar Pool"
"Setup Miner Config","Configuração do Minerador"
"Dual Coin","Segunda Moeda"
"Dual Wallet","Segunda Carteira"
"Dual Pool","Segunda Pool"
"Configure in miner","Configurado no minerador"
"Update","Atualizar"
"Add New Flight Sheet","Adicionar Novo Plano de Mineração"
"Reset","Reiniciar"
"Create Flight Sheet","Criar Plano de Mineração"
"Add Miner","Adicionar Minerador"
"Email","Email"
"worker","mineradora"
"selected","selecione"
"FlightSheetsRocket.Message","FlightSheetsRocket.Message"
"Choose Flight Sheet for","Selecione o plano de mineração para"
"Your Company","Sua companhia"
"Home","Início"
"Admin","Administrador"
"Privacy","Privacidade"
"Not Found","Não encontrado"
"off","desligado"
"No","Não"
"min","mínimo"
"Remote","Remoto"
"Consumption","Consumo"
"AES","AES"
"Cores","Cores"
"Motherboard","Placa mãe"
"Free space","Espaço livre"
"Free RAM","RAM livre"
"OS version","Versão do OS"
"Drivers","Drivers"
"Yes","Sim"
"System type","Tipo do systema"
"Kernel","Kernel"
"Local IP","IP local"
"Load Average","Média de carga"
"rigs","rigs"
"Jump to farms, workers...","Ir para farms, mineradoras"
"Notifications","Notificações"
"unread","não lida"
"Show all","Exibir todos"
"No notifications yet","Ainda sem notificações"
"View geo location","Ver localização geográfica"
"from","de"
"Accept","Aceitar"
"Decline","Recusar"
"Term expires in","Prazo termina em"
"Enter value","Digita um valor"
"Generate","Gerar"
"Enter start date","Digite a data inicial"
"Start date","Data inicial"
"End date","Data final"
"Enter end date","Digite a data final"
"Name","Nome"
"Create","Criar"
"Russian","Rúsia"
"Chinese","Chinês"
"English","Inglês"
"NoActiveFound","NoActiveFound"
"all activities","todas as atividades"
"Latest Activity","Últimas atividades"
"Load","Carregando"
"warning","atenção"
"Previous","Anterior"
"Next","Próximo"
"configuration","configuração"
"MiningInfo","Informação da mineração"
"Account","Conta"
"Sign Out","Sair"
"Billing","Faturamento"
"Support","Suporte"
"Community","Comunidade"
"Forum","Forum"
"Referrals","Referências"
"NoRightsMessage","NoRightsMessage"
"to","para"
"Login","Entrar"
"access","acesso"
"Notification.EventChanged","Notification.EventChanged"
"Notification.AccessChanged","Notification.AccessChanged"
"Notification.WhitelistChanged","Notification.WhitelistChanged"
"Account.NotificationDescription6","Account.NotificationDescription6"
"Account.NotificationDescription1","Account.NotificationDescription1"
"Account.NotificationDescription2","Account.NotificationDescription2"
"Account.NotificationDescription3","Account.NotificationDescription3"
"Account.NotificationDescription4","Account.NotificationDescription4"
"Account.NotificationDescription5","Account.NotificationDescription5"
"Update Settings","Atualizar configurações"
"Fan","Fan"
"Core Clock","Core Clock"
"Memory Clock","Memory Clock"
"Power Limit","Power Limit"
"(0 for auto)","(0 para automático)"
"(0 for stock value)","(0 para valor armazenado)"
"NvidiaCardFrom.SpecifyDevice","NvidiaCardFrom.SpecifyDevice"
"NvidiaCardFrom.MemClock","NvidiaCardFrom.MemClock"
"NvidiaCardFrom.OffLED","NvidiaCardFrom.OffLED"
"OhGodAnETHlargementPill","OhGodAnETHlargementPill"
"ValueCardSeparatedSpace.","ValueCardSeparatedSpace."
"one value for all GPUs.","um valor para todas as GPUs"
"means GPU0 = none, GPU1 = 100, etc.","significa que GPU0=nenhum, GPU1=100, etc."
"Configure","Configurar"
"Overclocking Settings","Configurações de Overclock"
"OverclockingProfileModal.Text","OverclockingProfileModal.Text"
"ApplyOverclockProfile","Aplicar perfil de overclock"
"Invalid Shares","Ações Inválidas"
"Show all payments","Exibir totos os pagamentos"
"No payments yet","Nenhum pagamento ainda"
"Pool address","Endereço da pool"
"Select pool address","Selecione o endereço da pool"
"Add New Pool","Adicionar nova Pool"
"Enter email","Digite o email"
"Select Pool Server","Selecione o Servidor da Pool"
"Selected Pool Servers","Selecionado o Servidor da Pool"
"on","ligado"
"rights","direitos"
"Workers","Mineradoras"
"Balance","Saldo"
"Shared with me","Compartilhar comigo"
"Timezone","Timezone"
"Create New Farm","Criar nova Farm"
"Select timezone","Selecionar timezone"
"Input farm name","Informe o nome da farm"
"Mem State","Mem State"
"Core Voltage","Core Volage"
"Core State","Core State"
"RadeonCardFrom.fanSpeed2","RadeonCardFrom.fanSpeed2"
"RadeonCardFrom.fanSpeed1","RadeonCardFrom.fanSpeed1"
"RadeonCardFrom.memState.text3","RadeonCardFrom.memState.text3"
"RadeonCardFrom.memState.text2","RadeonCardFrom.memState.text2"
"RadeonCardFrom.memState.text1","RadeonCardFrom.memState.text1"
"RadeonCardFrom.coreVddc.text5","RadeonCardFrom.coreVddc.text5"
"RadeonCardFrom.coreVddc.text4","RadeonCardFrom.coreVddc.text4"
"RadeonCardFrom.coreVddc.text3","RadeonCardFrom.coreVddc.text3"
"RadeonCardFrom.coreVddc.text2","RadeonCardFrom.coreVddc.text2"
"RadeonCardFrom.coreVddc.text1","RadeonCardFrom.coreVddc.text1"
"RadeonCardFrom.coreState.text4.","RadeonCardFrom.coreState.text4."
"Default is","Padrão é"
"RadeonCardFrom.coreState.text2","RadeonCardFrom.coreState.text2"
"RadeonCardFrom.coreState.text1","RadeonCardFrom.coreState.text1"
"RadeonCardFrom.coreClock.text2","RadeonCardFrom.coreClock.text2"
"RadeonCardFrom.coreClock.text1","RadeonCardFrom.coreClock.text1"
"RadeonCardFrom.coreClock.text3","RadeonCardFrom.coreClock.text3"
"Refill","Reabastecer"
"balance","saldo"
"per month","por mês"
"Recommended payment is","O pagamento recomendado é"
"From balance","do saldo"
"With Coinpayment","Pagamento com moeda"
"Console","Console"
"Execute command","Executar comando"
"Wrong command","Comando errado"
"Remove all messages?","Remover todas as mensagens?"
"EDIT","EDITAR"
"Overview","Visão geral"
"Cards","Placas"
"CONSOLE","CONSOLE"
"Offline","desligada"
"Booted","Inicializado"
"Uptime","Tempo de atividade"
"TRANSFER","TRANSFERIR"
"Monitoring","Monitoramento"
"Reboot","Reinicie"
"Miner Config","Configuração do mineiro"
"Rocket","Enviar"
"Upgrade","Atualizar"
"Shutdown","Desligar"
"OpenVPN configuration","Configuração OpenVPN"
"Power actions","Ações de energia"
"Server URL","URL do servidor"
"Edit tags","Editar tags"
"Miner actions","Ações do mineiro"
"Teleconsole Start","Iniciar Teleconsole"
"Teleconsole Stop","Parar Teleconsole"
"Teleconsole Restart","Reiniciar Teleconsole"
"Hashrate watchdog","Hashrate watchdog"
"Run command","Executar comando"
"Miner Log","Log do mineiro"
"Stop Miner","Parare o mineiro"
"Restart Miner","Reinicie o Minerador"
"Remote access","Acesso remoto"
"more messages","mais mensagens"
"Add","Adicionar"
"Password","Senha"
"Description","Descrição"
"Add New Worker","Adicionar nova mineradora"
"RigForm.EnterWorkerName","RigForm.EnterWorkerName, IP"
"RigForm.EnterWorkerPassword","RigForm.EnterWorkerPassword"
"RigForm.EnterWorkerDescription","RigForm.EnterWorkerDescription"
"rejected","rejeitado"
"shared","compartilhado"
"Upgrade to","Atualize para"
"New features","Novas características"
"New version","Nova versão"
"Current version","Versão Atual"
"SaveOCModal","SaveOCModal"
"Enter Name","Insira o nome"
"SaveOverclockingAsTemplate.Name","SaveOverclockingAsTemplate.Name"
"SaveOverclockingAsTemplate.Title","SaveOverclockingAsTemplate.Title"
"Set","Set"
"Default","Padrão"
"Choose URL","Escolha o URL"
"ServerUrlFrom.Help3","ServerUrlFrom.Help3"
"ServerUrlFrom.Help2","ServerUrlFrom.Help2"
"ServerUrlFrom.Help1","ServerUrlFrom.Help1"
"Mirror Select","Seleção Espelho"
"Stats","Estatísticas"
"gpu","gpu"
"for 24 hours","por 24 horas"
"View all","Ver tudo"
"day","dia"
"Day left","Dia restante"
"Days left","Dias restantes"
"New Tag Name","Novo nome da tag"
"Add Tag","Adicionar tag"
"Add tag","Adicionar tag"
"Explore transaction","Explorar transação"
"Referrals.TransactionsNotFound","Referências.TransactionsNotFound"
"Upload VBIOS","Carregar VBIOS"
"VBIOS ROM file","Arquivo ROM VBIOS"
"UploadingBiosFromLabel","UploadBiosFromLabel"
"Upload","Envio"
"VPN.ClientConf","VPN.ClientConf"
"Login (auth-user-pass)","Login (auth-user-pass)"
"Password (auth-user-pass)","Senha (auth-user-pass)"
"Address","Endereço"
"Enter wallet address","Digite o endereço da carteira"
"Enter wallet name","Digite o nome da carteira"
"Accepted shares ratio","Proporção de ações aceitas"
"Invalid shares","Compartilhamentos inválidos"
"High Temperature","Temperatura alta"
"Low hashrate","Hashrate baixo"
"cores","cores"
"Hive OS Version:","Versão do {os}:"
"Power:","Consumo"
"Free disk space:","Espaço livre em disco:"
"Restart","Reiniciar"
"Stop","Pare"
"Shut Down","Desligar"
"Overclocking templates","Perfis de overclock"
"WorkerActions.Upgrade","WorkerActions.Upgrade"
"WorkerMiner.Tooltip","WorkerMiner.Tooltip"
"NoStatsFoundSoFar","NoStatsFoundSoFar"
"Delete","Excluir"
"You can","Você pode"
"create one","crie um"
"FarmsAccess.NoUsersFound","FarmsAccess.NoUsersFound"
"Owner","Proprietário"
"Access Levels","Níveis de acesso"
"User name","Nome de usuário"
"UserEditForm.GrantAccessProject","UserEditForm.GrantAccessProject"
"Grant access","Garantir acesso"
"Access Levels...","Níveis de Acesso ..."
"User login","Login de usuário"
"ProjectAccess.TrustUserDescription","ProjectAccess.TrustUserDescription"
"Profile","Perfil"
"Telegram","Telegrama"
"here","Aqui"
"Bio","Bio"
"Update Info","Informação de atualização"
"Company Info","Informação da companhia"
"Skype","Skype"
"Phone","Telefone"
"API docs are","Documentos da API são"
"Account.SetupTFAuth","Account.SetupTFAuth"
"Account.TFAuth","Account.TFAuth"
"Update Password","Atualizar senha"
"Confirm New Password","Confirme a nova senha"
"Account.PasswordError","Account.PasswordError"
"New Password","Nova senha"
"Current Password","senha atual"
"Full Name","Nome completo"
"Account.ProfileSettings.Header","Account.ProfileSettings.Header"
"Language","Língua"
"Account.BIODescription1","Account.BIODescription1"
"Account.BIODescription2","Account.BIODescription2"
"Account.AuthenticationDecstiption","Account.AuthenticationDecstiption"
"Account.PasswordDescription","Account.PasswordDescription"
"Account.ProfileDescription","Account.ProfileDescription"
"6 digits code","Código de 6 dígitos"
"Enable 2FA","Ativar 2FA"
"Turn off 2FA","Desligue o 2FA"
"Account.AuthenticationTokenButton","Account.AuthenticationTokenButton"
"Authentication Tokens","Tokens de Autenticação"
"Account.AuthenticationToken","Account.AuthenticationToken"
"Personal Tokens","Tokens Pessoais"
"Session Tokens","Tokens de Sessão"
"Authy","Authy"
"Account.AuthenticationTwoFactor3","Conta.AuthenticationTwoFactor3"
"Account.AuthenticationTwoFactor4","Conta.AuthenticationTwoFactor4"
"Farm Activity Feed","Taxa de atividade da Farm"
"Pay","Pagamento"
"Payments","Pagamentos"
"Amount to refill, $","Quantidade para reabastecer, {currencySymbol}"
"Your Current Balance","Seu saldo atual"
"Payments History","Histórico de pagamentos"
"Farms Balance","Saldo das Farms"
"Free","Taxa"
"Invoice","Fatura"
"days left","dias restantes"
"Disable Paid Features","Desativar recursos pagos"
"Enable Paid Features","Ativar recursos pagos"
"Log in","Entrar"
"Return to","Retornar para"
"Reset password","Redefinir senha"
"Type email to recover password","Digite email para recuperar a senha"
"Error.Text","Error.Text"
"Just one step!","Apenas um passo!"
"create wallet","criar carteira"
"first!","primeiro!"
"Farm.FarmsFs.Description","Farm.FarmsFs.Description"
"FarmOC.EmptyMessage","FarmOC.EmptyMessage"
"Add OC Template","Adicionar perfil do OC"
"Incoming farms","Rendimento das Farms"
"Log in your account","Entre na sua conta"
"2FA code (if enabled)","Código 2FA (se ativado)"
"Remember me","Lembre de mim"
"Forgot password?","Esqueceu a senha?"
"Register","Registre"
"Don't have account yet?","Ainda não tem conta?"
"Referral Link","Link de referência"
"Referral.ReferralLink1","Referral.ReferralLink1"
"Your referral","Sua referência"
"Copy to Clipboard","Copiar para área de transferência"
"Promo Code","Código promocional"
"Referral.PromoCodeDescription1","Referral.PromoCodeDescription1"
"Referral.PromoCodeDescription2","Referral.PromoCodeDescription2"
"ETH Wallet Address","Endereço de carteira ETH"
"Referral Balance","Saldo de referência"
"Deposit to Hive","Depositar para {os}"
"ReferralTransactionsHistory","Referral transactions history"
"Referral.BalanceDescription2","Specify your ETH wallet address for automatic payouts at the beginning of each month."
"Referral.BalanceDescription1","miners joined by your invitation."
"Referral.BalanceDescription3","Referral withdrawal are done once a month. You will be payed if you've entered an address here."
"Referral.BalanceDescription4","Minimum payout is {currencySymbol}{amount}."
"Referral.BalanceDescription5",""
"Referral.PromoCodeYoungAccount","Your account is too young to use promocodes."
"Referral.BalanceDescription","You don't have any referral rewards yet."
"Passwords do not match","As senhas não coincidem"
"Create new account","Criar nova conta"
"Confirm password","Confirme a Senha"
"Register.CheckboxLabelText","By clicking Register you agree with"
"Terms","Termos"
"Register.HaveAccount","Have an account already?"
"RestorePassword.Message","Password successfully sent, please check your email"
"Remove all","Deletar tudo"
"Id","Id"
"Activity Feed","Taxa de atividade"
"Build Log","Criar log"
"Other","Outros"
"Flight Sheet","Plano de mineração"
"Flight Sheets","Planos de mineração"
"FlightSheets.Message","FlightSheets.Message"
"StartConfOverclocking","StartConfOverclocking"
"Flash VBIOS","Flash VBIOS"
"OverclocingSettingsFoundSoFar","OverclocingSettingsFoundSoFar"
"Load From Template","Carregar do modelo"
"Save As Template","Guardar como modelo"
"Reset All","Reiniciar tudo"
"Configure New Algo","Configurar novo Algo"
"Transfer","Transferir"
"Advanced Settings","Configurações avançadas"
"Confirmation required","Necessária confirmação"
"Settings.RemoveProject2","A removed project CANNOT be restored! Are you ABSOLUTELY sure?"
"Settings.RemoveProject3","This action can lead to data loss. To prevent accidental actions, please, confirm your intentions"
"Please type","Por favor digite"
"Settings.RemoveProject4","to proceed or close this modal to cancel."
"Settings.RemoveProject1","You are going to remove a worker"
"Remove Worker","Remover Mineradora"
"Settings.RemovedWorker","Settings.RemovedWorker"
"Update Worker","Atualizar mineradora"
"Worker Name","Nome da mineradora"
"Worker Settings","Configurações da mineradora"
"OpenVPN Config","Configuração OpenVPN"
"Are you sure?","Você tem certeza?"
"Worker Password","Senha da mineradora"
"Settings.ChangePass1","Settings.ChangePass1"
"Settings.ChangePass2","Settings.ChangePass2"
"Settings.ChangePass3","Settings.ChangePass3"
"Transfer Worker","Trabalhador de transferência"
"Settings.WalletTransferFarm","Configurações.WalletTransferFarm"
"Settings.RemoveProject5","Configurações.RemoverProject5"
"Settings.WalletTransfer","Configurações.WalletTransfer"
"Settings.ConfirmTransferWorker","Settings.ConfirmTransferWorker"
"Select farm","Selecione a farm"
"Settings.TransferWorker","Settings.TransferWorker"
"Transfer Worker?","Transferir Trabalhador?"
"Tuning","Ajuste"
"Worker","Mineradora"
"Online","Conectados"
"With Errors","Com erros"
"Hide filters","Ocultar filtros"
"Show filters","Mostrar filtros"
"with","com"
"Name changed","Nome alterado"
"Farm settings","Configurações da fazenda"
"Settings.MargeProject","Settings.MargeProject"
"Merge Project","Mesclar projeto"
"Transfer Project","Projeto de Transferência"
"Type project name","Digite o nome do projeto"
"Select user login","Selecione o login do usuário"
"Remove Project","Remover projeto"
"Farm.Setting.Text1","Farm.Setting.Text1"
"Type Project Name","Digite o nome do projeto"
"You are going to merge farm","Você vai mesclar fazenda"
"Merged project CANNOT be restored!","Projeto mesclado NÃO PODE ser restaurado!"
"Are you ABSOLUTELY sure?","Você está absolutamente certo?"
"Save Changes","Salvar alterações"
"Timezone changed","Fuso horário alterado"
"Farm changed","Farm alterada"
"Farm.Settings.TagsDescription","Farm.Settings.TagsDescription"
"Farm.Settings.RemoveDescription1","Farm.Settings.RemoveDescription1"
"Farm.Settings.RemoveDescription2","Farm.Settings.RemoveDescription2"
"Farm Title","Título da Farm"
"Remove Farm","Remover Farm"
"Question.ChangeFarmOwner","Question.ChangeFarmOwner"
"ChangeOwnership","ChangeOwnership"
"Leave Farm","Deixar Fazenda"
"Settings.LeaveFarm","Settings.LeaveFarm"
"RemoveFarmAccess","RemoveFarmAccess"
"Question.RemoveAccess","Question.RemoveAccess"
"Question.RemoveFarm","Question.RemoveFarm"
"Question.LeaveFarm","Question.LeaveFarm"
"Farm.Setting.FarmHashDescription1","Farm.Setting.FarmHashDescription1"
"Farm.Setting.FarmHashDescription2","Farm.Setting.FarmHashDescription2"
"Farm.Setting.FarmHashDescription3","Farm.Setting.FarmHashDescription3"
"More details","Mais detalhes"
"Farm Hash","Hash Farm"
"Transfer farm","Fazenda de transferência"
"Farm.Setting.TransferDescription","Farm.Setting.TransferDescription"
"No wallets found so far.","Nenhuma carteira encontrada até agora."
"FlightSheetForm.NamePlaceholder","FlightSheetForm.NamePlaceholder"
"FSFormItem.DcriHelp","FSFormItem.DcriHelp"
"PoolConfigModal.Advanced","PoolConfigModal.Advanced"
"PoolConfigModal.AdvancedHint","PoolConfigModal.AdvancedHint"
"PoolConfigModal.PoolUrls","PoolConfigModal.PoolUrls"
"FS.ConfiguredInMiner","FS.ConfiguredInMiner"
"AutoFan","AutoFan"
"Token","Símbolo"
"PageNotFound","Página não encontrada"
"ConfirmPassword.Message","ConfirmPassword.Message"
"Ethminer.OpenCLCudaHint","Ethminer.OpenCLCudaHint"
"AllRedTemps.Hint","AllRedTe"
"RedTemp.Hint","Temperature will be colored red above this value"
"AutoFans.NoAMD","Do not control AMD cards, only Nvidia"
"AutoFans.Info","Enable fans control. It will keep GPU close to the target temperature. Mining will be stopped on critical temperature. Don’t forget to disable fan control in miner for AMD cards."
"RadeonCardFrom.coreState.text3","or 'Power Level' of GPU core. For RX cards it's a value from"
"RadeonCardFrom.AggressiveUndervolting","Aggressive undervolting (set OC for each DPM state)"
"Settings.VPN","VPN can't be changed right now. Command is running"
"VPN.HelpInfo","Files will be named as following, so certificates in client.conf should be named ca.crt, client.crt, client.key. Also you can embed certificates in client.conf and upload just one file."
"Required filed","Required filed"
"Promocode","Promocode"
"GPU","GPU"
"ASICS","ASICS"
"Account Login","Account Login"
"Password changed","Password changed"
"Settings.transferTargetText","You have already sent a transfer request to"
"FarmTempHeader.GPUCriticalTemperature","GPU Critical Temperature"
"Account.AuthenticationTwoFactor1","BACKUP THIS CODE. The best way is to make a screenshot and print it."
"Account.AuthenticationTwoFactor2","If you lose the code then you won't be able to restore access to account in case of a lost authenticating device (your phone)."
"SelectAmd","Select AMD card"
"Activity","Activity"
"Access","Access"
"Settings","Settings"
"Unsubscribe","Unsubscribe"
"File shouldn't be empty","File shouldn't be empty"
"TheLatestActivity","The Latest Activity"
"Referal.EnterPromocode","Creative promo code here"
"FlightSheetFrom.AddMiner","If you need to run several miners"
"Settings.NotificationSubscribe","You are not subscribed."
"OverclockingAlgoFrom.Title1","Edit Overclocking Settings"
"OverclockingAlgoFrom.Title2","Configure Overclocking Settings"
"NewWallet","New Wallet"
"EditWallet","Edit Wallet"
"Settings.Notifications.AccountLogin","Account Login"
"Settings.Notifications.DetectedWorkerOffline","Detected Worker Offline"
"Settings.Notifications.DetectedWorkerOnline","Detected Worker Online"
"Settings.Notifications.WorkerBooted","Worker Booted"
"Settings.Notifications.ErrorMessages","Error messages"
"Settings.Notifications.WarningMessages","Warning messages"
"Settings.Notifications.InfoMessages","Info messages"
"Settings.Notifications.SuccessMessages","Success messages"
"Settings.Notifications.GPUTemp","GPU Temp >= Red Temp + 3°"
"Settings.Notifications.HourlySummary","Hourly Summary"
"ConfirmTransferToHive.Title","How much to send to {os} deposit?"
"ConfirmTransferToHive.ErrorMessage","The amount is insufficient"
"FS.ConfirmatioTitle","Attention! This Flight Sheet is running on other workers"
"FS.ConfirmatioMessage","Do you want to run as a new Flight Sheet on this worker or update for other workers too?"
"FS.UpdateAll","Update all workers"
"FS.CreateNewFS","Create new Flight Sheet"
"NvidiaCardForm.DelayPill","Delay in seconds before running the pill"
"NvidiaCardForm.DelayPillHint","May help preventing glitches on some 1080 cards, try to set this value to 120 or higher."
"WorkerSettings.CardsQuantityHint","Number of cards in the worker has increased automatically. If you need to decrease them, please update this parameter"
"WorkerSettings.CardsQuantityPlaceholder","Enter a number"
"Cards Quantity","Cards Quantity"
"WorkerSettings.DisableGUI","Disable GUI on boot"
"WorkerSettings.DisableGUIHint","Don't start X server, console only. There will be no OC for Nvidia"
"WorkerSettings.Resend","Resend all configs"
"WorkerSettings.ResendHint","In case the worker is unsynchronised you can send all miner, OC and other configs."
"Push","Push"
"MinerForm.Template.examples","Template examples"
"MinerForm.Template.forMost","for most of pools"
"MinerForm.Template.for","for"
"MinerForm.Template.text1","For correct template strings please read your pool's help section for correct formatting details."
"MinerForm.Template.text2","will be replaced with correct values from the wallet."
"MinerForm.Template.text3","will be replaced with worker name."
"WDConfig.EnableWatching","Enable hashrate monitoring, if it drops below minimal then miner will attempt to restart."
"WDConfig.RestartNotHelp","If miner restart won't help, then a system reboot will be done."
"WDConfig.On","Hashrate Watchdog On"
"WDConfig.Off","Hashrate Watchdog Off"
"WDConfig.SetUsed","Set values for used miners"
"WDConfig.SetOther","Set values for other miners"
"ConsoleCommand.ShowInfo","show Nvidia cards info"
"ConsoleCommand.ShowFreq","show current frequencies for AMD cards"
"ConsoleCommand.LogsRam","logs on RAM to reduсe USB flash drive wear"
"ConsoleCommand.LogsDisk","logs on disk, will remain after reboots"
"ConsoleCommand.ShowFreqAmd","show current frequencies for AMD cards"
"ConsoleCommand.AmdExtended","show extended AMD cards info"
"ConsoleCommand.AmdVoltage","show voltage table for AMD GPU #0"
"ConsoleCommand.SayHello","say `hello` to server again to refresh data"
"ConsoleCommand.ServiceBoot","show {os} service boot log"
"ConsoleCommand.SendReset","send a `reset` command to OpenDev watchdog"
"ConsoleCommand.SendPower","send a `power` command to OpenDev watchdog"
"ConsoleCommand.GpuScript","script for finding GPUs by spinning fans"
"Deselect","Deselect"
"Overclocking Templates","Overclocking Templates"
"MinerForm.Url.PoolUrl","Pool URL including protocol and port, for example"
"MinerForm.Url.ForFailOver","Write any other failover pools in the next line, the password is one for all."
"MinerForm.BminerForm.With","with"
"MinerForm.BminerForm.More","More"
"MinerForm.Url.ItHas","It has the format of"
"MinerForm.Url.LooksLike","For example, it looks like this"
"MinerForm.Url.Subscribe","if you are using flypool. Replace"
"MinerForm.Url.IfYou","if connecting to the pool via SSL."
"MinerForm.Url.Examples","bminer examples"
"MinerForm.UserConfig.Text1","Add extra parameters in the config if required. One per line in the following format without commas or dots at the end of a line. Refer to generated config for available miner config values."
"MinerForm.UserConfig.Text2","set frequency"
"MinerForm.UserConfig.Text3","set voltage"
"MinerForm.UserConfig.Text4","miner API available methods"
"MinerForm.BMinerConfig.Text1","For extra values, for example"
"MinerForm.BMinerConfig.Text2","Use space to separate the list of CUDA devices"
"MinerForm.BMinerConfig.Text3","For more options visit"
"MinerForm.BMinerConfig.Text4","Bminer reference"
"MinerForm.Fork.List","Detailed list of forks is"
"MinerForm.Fork.here","available here"
"MinerForm.Fork.Run","Run"
"MinerForm.Fork.Check","to check fork updates."
"MinerForm.Algo.Which","Which algorithm to use for mining. For"
"MinerForm.Algo.ItShould","it should be"
"MinerForm.Algo.Example","for example"
"MinerForm.InstallUrl.Where","URL for "
"MinerForm.InstallUrl.Package","package download. It will not be downloaded if already installed."
"MinerForm.Miner","This is the name of the installed miner. For example,"
"MinerForm.CCPoolExtra","Add extra parameters in the pool if required. One per line in the following format without commas or dots at the end of a line. Example parameters:"
"MinerForm.CCExtra.Text1","These are extra parameter for the miner. One per line in the following format without commas or dots at the end of a line. Example parameters:"
"MinerForm.CCExtra.Text2","detailed dump of protocol-level activities"
"MinerForm.CCExtra.Text3","a comma separated list of CUDA devices to use"
"MinerForm.CGMInerConf.Text1","Add extra parameters in the config if required. One per line in the following format without commas or dots at the end of a line."
