"Settings.LeaveFarm","After this you won't have access to this farm anymore"
"RemoveFarmAccess","to remove farm access"
"Question.RemoveAccess","Do you want to remove your access?"
"Question.RemoveFarm","Do you want to remove farm?"
"Question.LeaveFarm","Do you want to leave farm?"
"Farm.Setting.FarmHashDescription1","Farm hash is used to connect worker to farm without precreating it on the web."
"Farm.Setting.FarmHashDescription2","Just set it in"
"Farm.Setting.FarmHashDescription3","before first run."
"More details","More details"
"Farm Hash","Farm Hash"
"Transfer farm","Transfer farm"
"Farm.Setting.TransferDescription","Transfer farm to another user. Enter login of existing user who will be new farm's owner."
"No wallets found so far.","No wallets found so far."
"FlightSheetForm.NamePlaceholder","Input the name of the flight sheet"
"FSFormItem.DcriHelp","Decred/Siacoin/Lbry/Pascal intensity. Default value is 30. For PASC reasonable value is around 10, for SIA it's around 15. Higher values will cause dropdown on ETH mining."
"PoolConfigModal.Advanced","Advanced configuration"
"PoolConfigModal.AdvancedHint","<strong>Be careful.</strong> Each url must be a new line."
"PoolConfigModal.PoolUrls","Enter Urls"
"FS.ConfiguredInMiner","Configured in miner"
"AutoFan","AutoFan"
"Token","Token"
"PageNotFound","Sorry, this page does not exist"
"ConfirmPassword.Message","Enter new password and token send on your email"
"Ethminer.OpenCLCudaHint","Choose GPU platform to use. Note that using OpenCL & CUDA together may fail. Try to use <code>--opencl-platform 1</code> or <code>0</code> in Extra Params to make it work."
"AllRedTemps.Hint","Temperature will be colored red above these values"
"RedTemp.Hint","Temperature will be colored red above this value"
"AutoFans.NoAMD","Do not control AMD cards, only Nvidia"
"AutoFans.Info","Enable fans control. It will keep GPU close to the target temperature. Mining will be stopped on critical temp. Don’t forget to disable fan control in miner for AMD cards."
"RadeonCardFrom.coreState.text3","or 'Power Level' of GPU core. For RX cards it's a value from"
"RadeonCardFrom.AggressiveUndervolting","Aggressive undervolting (set OC for each DPM state)"
"Settings.VPN","VPN can't be changed right now. Command is running"
"VPN.HelpInfo","Files will be named as following, so certificates in client.conf should be named ca.crt, client.crt, client.key. Also you can embed certificates in client.conf and upload just one file."
"Required filed","Required filed"
"Promocode","Promocode"
"GPU","GPU"
"ASICS","ASICS"
"Account Login","Account Login"
"Password changed","Password changed"
"Settings.transferTargetText","You have already sent a transfer request to"
"FarmTempHeader.GPUCriticalTemperature","GPU Critical Temperature"
"Account.AuthenticationTwoFactor1","BACKUP THIS CODE. Best way is to make screenshot and print it."
"Account.AuthenticationTwoFactor2","If you loose the code then you will not be able to restore access to account if you loose authenticating device (your phone)."
"SelectAmd","Select AMD card"
"Activity","Activity"
"Access","Access"
"Settings","Settings"
"Unsubscribe","Unsubscribe"
"File shouldn't be empty","File shouldn't be empty"
"TheLatestActivity","The Latest Activity"
"Referal.EnterPromocode","Your creative promo code here"
"FlightSheetFrom.AddMiner","If you need to run several miners"
"Settings.NotificationSubscribe","You are not subscribed."
"OverclockingAlgoFrom.Title1","Edit Overclocking Settings"
"OverclockingAlgoFrom.Title2","Configure Overclocking Settings"
"NewWallet","New Wallet"
"EditWallet","Edit Wallet"
"Settings.Notifications.AccountLogin","Account Login"
"Settings.Notifications.DetectedWorkerOffline","Detected Worker Offline"
"Settings.Notifications.DetectedWorkerOnline","Detected Worker Online"
"Settings.Notifications.WorkerBooted","Worker Booted"
"Settings.Notifications.ErrorMessages","Error messages"
"Settings.Notifications.WarningMessages","Warning messages"
"Settings.Notifications.InfoMessages","Info messages"
"Settings.Notifications.SuccessMessages","Success messages"
"Settings.Notifications.GPUTemp","GPU Temp >= Red Temp + 3°"
"Settings.Notifications.HourlySummary","Hourly Summary"
"ConfirmTransferToHive.Title","How much send to deposit Hive OS?"
"ConfirmTransferToHive.ErrorMessage","You not have enough amount"
"FS.ConfirmatioTitle","Attention! This Flight Sheet is running at other workers"
"FS.ConfirmatioMessage","Do you want to run as a new Flight Sheet on this worker or update with other workers?"
"FS.UpdateAll","Update all workers"
"FS.CreateNewFS","Create new FS"
"NvidiaCardForm.DelayPill","Delay in seconds before running the pill"
"NvidiaCardForm.DelayPillHint","May help to prevent bug on some 1080 cards, try to set this value to 120 and higher."
"WorkerSettings.CardsQuantityHint","Number of cards in the worker increased automatically. But if you need decrease them, please update this parameter"
"WorkerSettings.CardsQuantityPlaceholder","Enter number"
"Cards Quantity","Cards Quantity"
"WorkerSettings.DisableGUI","Disable GUI on boot"
"WorkerSettings.DisableGUIHint","Don't start X server, console only, no OC for Nvidia"
"WorkerSettings.Resend","Resend all configs"
"WorkerSettings.ResendHint","In case the worker is unsynced you can send all miner, OC and other configs."
"Push","Push"
"MinerForm.Template.examples","Template examples"
"MinerForm.Template.forMost","for most of the pools"
"MinerForm.Template.for","for"
"MinerForm.Template.text1","For correct template string please read your pool help section, they have the details how to format it."
"MinerForm.Template.text2","will be substituted with correct values from the wallet."
"MinerForm.Template.text3","will be replaced with the worker name."
"WDConfig.EnableWatching","Enable watching for hashrate, if it drops below minimal then there will be attempt to restart miner."
"WDConfig.RestartNotHelp","If miner restart does not help, then reboot will be done."
"WDConfig.On","Hashrate Watchdog On"
"WDConfig.Off","Hashrate Watchdog Off"
"WDConfig.SetUsed","Set values for used miners"
"WDConfig.SetOther","Set values for other miners"
"ConsoleCommand.ShowInfo","show info about Nvidia cards"
"ConsoleCommand.ShowFreq","show current frequencies for AMD cards"
"ConsoleCommand.LogsRam","logs in RAM to save USB flash drives"
"ConsoleCommand.LogsDisk","logs on disk, will remain after reboots"
"ConsoleCommand.ShowFreqAmd","show current frequencies for AMD cards"
"ConsoleCommand.AmdExtended","show extended info about AMD card"
"ConsoleCommand.AmdVoltage","show voltage table for AMD GPU #0"
"ConsoleCommand.SayHello","say hello to server again to refresh data"
"ConsoleCommand.ServiceBoot","show hive service boot log"
"ConsoleCommand.SendReset","send “reset” command to OpenDev watchdog"
"ConsoleCommand.SendPower","send “power” command to OpenDev watchdog"
"ConsoleCommand.GpuScript","script to find GPU by spinning fans"
"Deselect","Deselect"
"Overclocking Profiles","Overclocking Profiles"
"MinerForm.Url.PoolUrl","Pool URL including protocol and port like"
"MinerForm.Url.ForFailOver","For failover pools just write them on the next line, pass is used onefor all."
"MinerForm.BminerForm.With","with"
"MinerForm.BminerForm.More","More"
"MinerForm.Url.ItHas","It has the format of"
"MinerForm.Url.LooksLike","For example, it looks like"
"MinerForm.Url.Subscribe","if you are using flypool. Substitute"
"MinerForm.Url.IfYou","if connecting to the pool via SSL."
"MinerForm.Url.Examples","bminer examples"
"MinerForm.UserConfig.Text1","Put extra params to the config if you need. One on each line in the following format without commas or dots at the end of line. Refer to generated config for available miner config values."
"MinerForm.UserConfig.Text2","set frequency"
"MinerForm.UserConfig.Text3","set voltage"
"MinerForm.UserConfig.Text4","miner API available methods"
"MinerForm.BMinerConfig.Text1","You can put here something like"
"MinerForm.BMinerConfig.Text2","Space separated list of cuda devices"
"MinerForm.BMinerConfig.Text3","More options here"
"MinerForm.BMinerConfig.Text4","Bminer reference"
"MinerForm.Fork.List","Detailed list of forks is"
"MinerForm.Fork.here","here"
"MinerForm.Fork.Run","Run"
"MinerForm.Fork.Check","to check fork updates."
"MinerForm.Algo.Which","Which algorithm to use for mining. For"
"MinerForm.Algo.ItShould","it should be"
"MinerForm.Algo.Example","for example"
"MinerForm.InstallUrl.Where","URL where to get"
"MinerForm.InstallUrl.Package","package. It will not be downloaded if already installed."
"MinerForm.Miner","This is the name of installed miner. Like"
"MinerForm.CCPoolExtra","Put extra params to the pool if you need. One on each line in the following format without comas or dots at the end of line. Example parameters"
"MinerForm.CCExtra.Text1","These are extra parameter for the miner. One on each line in the following format without comas or dots at the end of line. Example parameters"
"MinerForm.CCExtra.Text2","verbose dump of protocol-level activities"
"MinerForm.CCExtra.Text3","comma separated list of CUDA devices to use"
"MinerForm.CGMInerConf.Text1","Put extra params to the config if you need. One on each line in the following format without comas or dots at the end of line."
"MinerForm.CGMInerConf.Text2","to turn off fans control"
"MinerForm.CGMInerConf.Text3","Example parameters for Cryptonight"
"MinerForm.CGMInerConf.Text4","Example parameters for Ethash"
"MinerForm.CGMInerConf.Text5","To see what's wrong"
"MinerForm.CGMInerConf.Text6","Select device to use, one value, range and/or comma separated (e.g. 0-2,4)"
